Spectrum File Name,Forward Power [W],Flow Rate [sccm],Chamber Pressure [Torr],Aperture Opening [mm],Regulator Pressure [PSIG],Time [s],N2 Area,NI Area,NII Area,NIII Area,NIV Area
154W_4.9sccm_1.29E-5_100PSIG_94.5turn.txt,154,4.9,0.0000129,4.725,100,0,0.847947926719755,0.122463441680847,0.0259168138161158,0.00156209532805608,0.00109662848494283
160W_0.9sccm_5.46E-5_40PSIG_111turn.txt,160,0.9,0.0000546,5.55,40,0,0.759214597001105,0.0864271709979984,0.145405438234965,0.00300385254035112,0.000157484529797558
266W_0.7sccm_7.17E-5_60PSIG_113.5turn.txt,266,0.7,0.0000717,5.675,60,0,0.640513246616128,0.173428112985216,0.18088407470822,0.00468853166240715,0.000216793206484047
400W_6.0sccm_3.58E-5_160PSIG_109.5turn.txt,400,6,0.0000358,5.475,160,0,0.610507178805361,0.364891582368477,0.0193740899852838,0.00214165826813471,0.00129001947548745
165W_0.3sccm_5.44E-5_160PSIG_107turn_0sec.txt,165,0.3,0.0000544,5.35,160,0,0.763106321961576,0.0876151279059492,0.145232833900632,0.00313711148183521,0.000135169860705861
302W_0.7sccm_1.26E-5_60PSIG_94.5turn.txt,302,0.7,0.0000126,4.725,60,0,0.580837202713271,0.311486856078794,0.105441471655697,0.00204164362868307,0.000312393286787662
405W_2.0sccm_3.40E-5_60PSIG_109turn.txt,405,2,0.000034,5.45,60,0,0.577422855508386,0.346166499796968,0.0755190680719834,0.00146133521522317,0.000387970554415032
485W_4.9sccm_3.47E-5_160PSIG_109.5turn.txt,485,4.9,0.0000347,5.475,160,0,0.535960618862928,0.403566225631421,0.0606484519384312,0.000978192342584583,0.00038819816019275
390W_4.9sccm_3.46E-5_160PSIG_109.5turn.txt,390,4.9,0.0000346,5.475,160,0,0.591003252568063,0.343104629042238,0.0653595775416219,0.00121657979222984,0.000349983088652782
325W_2.0sccm_8.84E-5_100PSIG_108turn.txt,325,2,0.0000884,5.4,100,0,0.74223932317895,0.176354205909501,0.0802463195354473,0.00195749636308371,0.00037342553291544
400W_9.0sccm_7.27E-5_160PSIG_113.5turn.txt,400,9,0.0000727,5.675,160,0,0.777666627713096,0.194342450591194,0.027340189233212,0.000378207371212133,0.000242769384482427
306W_0.7sccm_1.26E-5_60PSIG_94.5turn.txt,306,0.7,0.0000126,4.725,60,0,0.588370977828815,0.278489237367674,0.122207080374615,0.00591019594089387,0.00159763690533725
285W_4.9sccm_9.03E-5_100PSIG_108turn.txt,285,4.9,0.0000903,5.4,100,0,0.70179979044227,0.154897281030822,0.135449457498419,0.00481728373955774,0.00116223754706833
110W_1.0sccm_1.80E-5_160PSIG_96turns.txt,110,1,0.000018,4.8,160,0,0.965961563781883,0.0324828699358818,0.0202973975660692,0.00100005079018197,0.000774955666801297
235W_4.9sccm_7.28E-5_160PSIG_113.5turn.txt,235,4.9,0.0000728,5.675,160,0,0.75376661817304,0.129489952867055,0.112906390622504,0.00212379969088264,0.000140992552974114
425W_2.0sccm_3.40E-5_60PSIG_109turn.txt,425,2,0.000034,5.45,60,0,0.564934226270024,0.357890791768382,0.0768011583191944,0.0014882736152012,0.000363933475760289
280W_0.3sccm_5.46E-5_160PSIG_107turn_0sec.txt,280,0.3,0.0000546,5.35,160,0,0.653261756238429,0.193962783872974,0.149463887140786,0.00366344589020097,0.000279489900337579
65W_9.0sccm_1.29E-5_180PSIG_94.5turn.txt,65,9,0.0000129,4.725,180,0,0.957429071438383,0.0299852003787208,0.00649353347940439,7.81129950675172E-18,0.000461729468495952
425W_2.0sccm_7.14E-5_160PSIG_113.5turn.txt,425,2,0.0000714,5.675,160,0,0.647249554780096,0.2848257915448,0.0667997440510789,0.00147443410685828,0.000248254099843496
335W_4.9sccm_9.03E-5_100PSIG_108turn.txt,335,4.9,0.0000903,5.4,100,0,0.681179086698489,0.199753321168675,0.116158718644937,0.00289941802725612,0.000499745946340798
166W_2.0sccm_1.27E-5_60PSIG_94.5turn.txt,166,2,0.0000127,4.725,60,0,0.766155049728373,0.142444165750936,0.0937602071554273,0.00134846495681412,0.000228067708268703
360W_2.0sccm_5.41E-5_160PSIG_107turn_0sec.txt,360,2,0.0000541,5.35,160,0,0.707971261596332,0.203518556102599,0.0876958352130913,0.00170434674694255,0.000305946124417474
460W_4.9sccm_5.51E-5_140PSIG_111turn.txt,460,4.9,0.0000551,5.55,140,0,0.582142943163592,0.360740712301132,0.0577692601628561,0.00106474821531616,0.000329713183841854
315W_6.0sccm_3.57E-5_160PSIG_109.5turn.txt,315,6,0.0000357,5.475,160,0,0.776837162443096,0.198409134123131,0.0233193844840063,6.89425932652028E-05,0.000316905825059761
300W_4.9sccm_3.46E-5_160PSIG_109.5turn.txt,300,4.9,0.0000346,5.475,160,0,0.75317231433438,0.179800701694331,0.0645857307962736,0.001281655547002,0.000320676076549232
180W_0.7sccm_5.44E-5_40PSIG_111turn.txt,180,0.7,0.0000544,5.55,40,0,0.700248743952632,0.116840972293238,0.180328428092324,0.00523185324290225,0.000467612021664057
